state,name,census_id,id,year,category,total_liabilities,bonds_outstanding,current_liabilities,leases,loans_outstanding,notes_outstanding,net_pension_liability,net_pension_assets,net_opeb_liability,net_opeb_assets,compensated_absences,charges_for_services,operating_grants,capital_grants,general_revenue,change_in_net_position,expenses,total_operating_revenues,non_operating_revenues,capital_contributions,revenues,has_unconfirmed
LA,Tangipahoa Parish Library,NA,103389,2020,Special District,334759,0,326970,0,0,0,7789,0,0,0,0,41928,185674,0,3940965,828261,3340306,0,0,0,4168567,FALSE
AL,Henry County,1103403400000,103456,2020,General Purpose,2323824,0,345093,0,0,275090,811168,0,0,0,300265,2073012,5013334,250791,4177911,1183660,10331388,0,0,0,11515048,FALSE
LA,St. Tammany Parish Fire Protection District No. 5,NA,103360,2020,Special District,1027561,0,51298,331953,0,0,626688,0,0,0,17622,0,25331,15688,1184557,-37568,1263144,0,0,0,1225576,FALSE
LA,Terrebonne Parish Recreation District No. 5,NA,103371,2020,Special District,2049079,1975085,73994,0,0,0,0,0,0,0,0,0,0,0,538288,155908,382380,0,0,0,538288,FALSE
LA,Arcadia,19200700100000,95141,2020,General Purpose,1857607,0,310067,0,0,0,1547540,0,0,0,0,872295,0,0,2463091,-53138,3388524,0,0,0,3335386,FALSE
IN,Wabash County,15108508500000,49948,2020,General Purpose,0,0,0,106832,75000,0,0,0,0,0,0,2706969,0,0,86273159,4114472,84865656,0,0,0,88980128,FALSE
LA,Vermilion Parish Drainage District-Gravity No. 2,NA,103353,2020,Special District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425706,1910,423796,0,0,0,425706,FALSE
LA,Basile,19202000100000,100348,2020,General Purpose,1324725,893932,53604,0,0,0,259408,0,0,0,6993,1212038,10618,75794,499091,248032,1549509,0,0,0,1797541,FALSE
LA,District Attorney for the 8th Judicial District,NA,103430,2020,Special District,219915,0,17001,0,0,0,193348,0,0,0,9566,111742,231578,0,370625,-50453,764398,0,0,0,713945,FALSE
AL,Chilton County,1101101100000,103590,2020,General Purpose,19347312,0,820895,1187578,0,1337321,4072520,0,5507446,0,186552,2425791,4562614,0,17106307,-209626,24304339,0,0,0,24094713,FALSE
AL,Clarke County,1101301300000,103611,2020,General Purpose,10626495,0,518189,1125194,0,0,3561570,0,0,0,221539,2342358,3711599,278672,7915408,1995291,12252746,0,0,0,14248037,FALSE
OR,Oakland School District No. 1,NA,85523,2020,School District,9313902,0,126573,815590,0,0,6831930,0,693843,58138,14562,159476,986451,0,7197230,555568,7787589,0,0,0,8343157,FALSE
AR,Sharp County,4106806800000,103715,2020,General Purpose,1193988,9730000,1193988,0,0,340937,3541377,0,0,0,31434,0,0,0,11076919,-3956051,15032970,0,0,0,11076919,FALSE
NE,Blue Hill School District No. 91,NA,108883,2020,School District,0,150000,0,75003,217504,0,1326474,0,0,0,0,275214,475696,0,5027532,-187443,5965886,0,0,0,5778443,FALSE
AL,Tuscaloosa County,1106306300000,103560,2020,General Purpose,164964651,0,6047121,0,0,0,40681286,0,112746547,0,5489697,9468287,12858753,1950455,78116650,-1767436,104161582,0,0,0,102394146,FALSE
CA,Mt Diablo Unified School District,NA,67614,2020,School District,1140125173,455779259,28047595,165149,3883672,0,379179000,0,213427260,0,4127319,6172402,87738467,62926,339431515,-30991329,464396639,0,0,0,433405310,FALSE
WA,Cowlitz County,48100800800000,39529,2020,General Purpose,98577404,35194141,9630203,146416,0,3744524,9966479,3027490,9726117,0,4657177,53335417,17361786,4167034,58560121,13110870,120313488,0,0,0,133424358,FALSE
AL,Sylacauga,1206100500000,103622,2020,General Purpose,53452176,0,1409794,50329,0,275021,4910525,0,1770668,0,534385,3411587,314322,2338731,16188210,2356838,19896012,0,0,0,22252850,FALSE
WA,Douglas County,48100900900000,88998,2020,General Purpose,0,10225000,0,0,435163,0,3428465,1709689,9264782,0,1968362,9246596,13232151,0,31801496,6533086,47747157,0,0,0,54280243,FALSE
IN,Grabill,15200200200000,112534,2020,General Purpose,0,1512000,0,0,0,0,0,0,0,0,0,0,0,0,3104260,46789,3057471,0,0,0,3104260,FALSE
OH,Twin Township,36307101500000,90770,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,49102,221614,0,438482,231437,477761,0,0,0,709198,FALSE
CO,Windsor,6206202700000,103782,2020,General Purpose,31876659,941439,7150046,249931,22726046,0,0,109844,0,0,809197,21355680,3530630,31274000,36724091,44885323,47999078,0,0,0,92884401,FALSE
WA,Washougal,48200600600000,89415,2020,General Purpose,34427780,26981000,0,0,2132261,0,1550870,1180050,1250206,0,978443,13067250,2582902,0,16733691,4308479,28075364,0,0,0,32383843,FALSE
AL,Water Works and Sewer Board of the City of Russellville,NA,103613,2020,Special District,15004183,12188500,232991,0,0,99160,1118901,0,0,0,0,0,0,0,0,0,0,6312234,530407,0,6842641,FALSE
AR,Sevier County,4106706700000,103929,2020,General Purpose,780474,24250000,780474,0,0,0,3999804,0,0,0,165276,0,0,0,36491443,25625125,10866318,0,0,0,36491443,FALSE
WA,Walla Walla County,48103603600000,45688,2020,General Purpose,10482427,0,1838918,0,0,0,4745501,1495750,2658620,0,1219388,7763344,12286801,6013570,34803484,11575947,49291252,0,0,0,60867199,FALSE
AR,Corning,4201100100000,103845,2020,General Purpose,120579,0,120579,0,0,0,1321476,0,0,0,34507,0,0,0,3532557,619229,2913328,0,0,0,3532557,FALSE
AR,Union County,4107007000000,91956,2020,General Purpose,4642488,0,4642488,0,0,0,9073180,0,0,0,73022,0,0,0,24534366,3060150,21474216,0,0,0,24534366,FALSE
MI,Rome Township,NA,155410,2020,General Purpose,1202,0,1202,0,0,0,0,0,0,0,0,10730,3651,0,341229,87793,267817,0,0,0,355610,FALSE
MI,City of Kalamazoo Downtown Economic Growth Authority,NA,104105,2020,Special District,1018374,0,18374,0,0,1000000,0,0,0,0,0,0,0,0,660842,-42107,702949,0,0,0,660842,FALSE
NE,Curtis,28203200100000,108937,2020,General Purpose,1131415,835000,296415,0,0,0,0,0,0,0,0,2107578,330108,39078,581214,495734,2562244,0,0,0,3057978,FALSE
NE,Burwell Public Schools District No. 100,NA,108896,2020,School District,134000,840000,0,0,1120000,134000,0,0,0,0,0,67283,344603,0,5110793,147914,5374765,0,0,0,5522679,FALSE
MI,Big Creek Township,23306800100000,104026,2020,General Purpose,2130,0,2130,0,0,0,0,0,0,0,0,58804,31095,22075,513388,150167,475195,0,0,0,625362,FALSE
MI,East Bay Charter Township,NA,104187,2020,General Purpose,6445453,5791729,623249,1503,0,0,0,0,0,0,0,3132199,133252,550342,3984362,1940588,5859567,0,0,0,7800155,FALSE
MI,Coopersville-Polkton Joint Building Authority,NA,104149,2020,Special District,2594130,2572530,21600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90395,3633,750000,94028,FALSE
NE,Chambers School District No. 137,NA,108915,2020,School District,0,0,0,27968,0,0,700581,0,0,0,0,30780,143234,0,2252194,-507111,2933319,0,0,0,2426208,FALSE
NE,Diller-Odell Public Schools District No. 100,NA,108946,2020,School District,0,0,0,0,0,0,0,0,0,0,0,87055,383289,0,5081564,-204747,5756655,0,0,0,5551908,FALSE
NE,Centura Public Schools District No. 100,NA,108913,2020,School District,0,0,0,771348,0,0,0,0,0,0,0,87190,648177,0,6917891,-59008,7712266,0,0,0,7653258,FALSE
TX,Harris County - Houston Sports Authority,NA,155844,2020,Special District,1066317023,1051190749,15074826,0,0,0,0,0,0,0,51448,14593967,0,2649417,34212544,-38497101,89953029,0,0,0,51455928,FALSE
NE,Dorchester School District No. 44,NA,108956,2020,School District,0,1705000,0,0,0,0,985529,0,0,0,0,55230,496192,0,3398203,-194936,4144561,0,0,0,3949625,FALSE
WA,White Salmon,48202000300000,89430,2020,General Purpose,6300642,396601,0,0,4258355,0,308714,409267,1156197,0,81220,3421820,330362,0,4872196,459956,8164422,0,0,0,8624378,FALSE
NE,Douglas SID 468 County,NA,108984,2020,Special District,1584944,1405000,179944,0,0,0,0,0,0,0,0,0,0,0,203217,-162932,366149,0,0,0,203217,FALSE
MI,Fawn River Township,23307500500000,104220,2020,General Purpose,9460,0,9460,0,0,0,0,0,0,0,0,0,0,0,159996,-26937,186933,0,0,0,159996,FALSE
LA,District Six Public Works Commission of St. Landry Parish,NA,110142,2020,Special District,9583,0,9583,0,0,0,0,0,0,0,0,0,0,0,2026394,932247,1094147,0,0,0,2026394,FALSE
LA,Lafourche Parish Fire Protection District No. 4,NA,110028,2020,Special District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119922,-6686,126608,0,0,0,119922,FALSE
LA,St. Landry Parish Drainage District-Gravity No. 1 Ward 2,NA,110144,2020,Special District,191,0,0,0,0,0,0,0,0,0,0,0,0,0,305664,139017,166647,0,0,0,305664,FALSE
NE,Douglas SID 539 County,NA,109033,2020,Special District,6847615,6750000,97615,0,0,0,0,0,0,0,0,0,0,0,598713,-376473,975186,0,0,0,598713,FALSE
NE,Douglas SID 502 County,NA,109007,2020,Special District,2250258,2240000,10258,0,0,0,0,0,0,0,0,0,0,0,317866,-48127,365993,0,0,0,317866,FALSE
NE,Douglas SID 489 County,NA,108997,2020,Special District,2763354,2735000,28354,0,0,0,0,0,0,0,0,0,0,0,356990,9583,347407,0,0,0,356990,FALSE
NE,Douglas SID 538 County,NA,109032,2020,Special District,3517476,3375000,142476,0,0,0,0,0,0,0,0,0,0,0,369014,59847,309167,0,0,0,369014,FALSE
NE,Douglas SID 495 County,NA,109002,2020,Special District,0,0,0,0,0,0,0,0,0,0,0,0,564,0,610036,102835,507765,0,0,0,610600,FALSE
MI,Hamlin Township,23305300700000,104285,2020,General Purpose,23295,0,23295,0,0,0,0,0,0,0,0,22048,0,0,563214,159994,425268,0,0,0,585262,FALSE
MI,Mancelona Area Water and Sewer Authority,NA,104383,2020,Special District,3696120,3655000,36784,0,0,0,0,0,0,0,4336,0,0,0,0,0,0,957739,64047,162253,1021786,FALSE
MI,Hematite Township,23303600300000,104297,2020,General Purpose,402219,366000,36219,0,0,0,0,0,0,0,0,84487,0,0,225397,-26069,335953,0,0,0,309884,FALSE
MI,London Township,23305801000000,104378,2020,General Purpose,21807,0,21807,0,0,0,0,0,0,0,0,93336,5270,0,727513,162641,663478,0,0,0,826119,FALSE
OH,Montville Township,36305201200000,83825,2020,General Purpose,0,0,0,0,3807679,0,0,0,0,0,0,0,0,0,9273620,591973,8681647,0,0,0,9273620,FALSE
LA,Port Vincent,19203200400000,100936,2020,General Purpose,359168,0,5573,0,0,0,353595,0,0,0,0,295784,1653,0,128460,-64434,490331,0,0,0,425897,FALSE
MI,Olive Township (Clinton County),23307000900000,104428,2020,General Purpose,209901,0,49360,0,0,0,160541,0,0,0,0,138793,0,0,1588038,21041,1705790,0,0,0,1726831,FALSE
NE,Dundy County Stratton Public Schools District No. 117,NA,109076,2020,School District,0,0,0,0,0,0,0,0,0,0,0,54133,588098,0,6241665,835299,6048597,0,0,0,6883896,FALSE
MI,Northern Michigan Library Network,NA,104415,2020,Special District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,0,1400,0,0,0,1400,FALSE
WA,Friday Harbor,48202800100000,52982,2020,General Purpose,0,830000,0,0,7278270,0,916952,0,0,0,299679,6160796,1271938,0,14257237,4153116,17536855,0,0,0,21689971,FALSE
MI,Stannard Township (Ontonagon County),23306601100000,104546,2020,General Purpose,404698,391000,13698,0,0,0,0,0,0,0,0,85396,7824,11619,138622,14295,229166,0,0,0,243461,FALSE
MI,Shiawassee Township (Shiawassee County),23307801300000,104520,2020,General Purpose,278629,0,63856,0,214773,0,0,0,0,0,0,48608,0,0,446930,78873,416665,0,0,0,495538,FALSE
NE,Ewing Public Schools District No. 29,NA,109106,2020,School District,0,0,0,0,0,0,0,0,0,0,0,18818,214493,0,1968210,73293,2128228,0,0,0,2201521,FALSE
NE,Enterprise Irrigation District,NA,109101,2020,Special District,0,0,0,14289,0,0,0,0,0,0,0,0,0,0,0,0,0,169422,43023,0,212445,FALSE
MI,Sherwood Township (Branch County),23301201500000,104519,2020,General Purpose,98156,0,98156,0,0,0,0,0,0,0,0,12117,0,0,282129,41780,252466,0,0,0,294246,FALSE
NE,Housing Authority of the Village of Emerson,NA,109099,2020,Special District,19117,0,19117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81387,67284,18103,148671,FALSE
WA,Cheney,48203200200000,98581,2020,General Purpose,14978277,0,1545146,88541,5567478,0,1780095,1759133,3332346,0,1719251,17071926,1124004,2170408,8021625,2658781,25729182,0,0,0,28387963,FALSE
NE,Hampton Public Schools District No. 91,NA,109182,2020,School District,0,6575000,0,0,0,0,0,0,0,0,0,41594,315456,0,3544509,-90096,3991655,0,0,0,3901559,FALSE
CA,Mary's Shelter,NA,104718,2020,Special District,195888,0,195888,0,337028,0,0,0,0,0,0,0,0,0,3467497,709478,2758019,0,0,0,3467497,FALSE
NE,Daniel Freeman Public Schools District No. 34,NA,109131,2020,School District,0,0,0,0,5990000,0,0,0,0,0,0,108599,491029,0,10344630,-64512,11008770,0,0,0,10944258,FALSE
CO,Woodland Park,6206000300000,104792,2020,General Purpose,19606871,8206865,1333918,0,6830127,0,0,0,0,0,370705,4951206,1302401,1030675,13287680,3884341,16687621,0,0,0,20571962,FALSE
NE,Franklin Public Schools District No. 506,NA,109130,2020,School District,0,0,0,93339,0,0,0,0,0,0,0,44467,679337,0,4789897,58660,5455041,0,0,0,5513701,FALSE
NE,Emerson-Hubbard Community Schools District No. 561,NA,109100,2020,School District,0,0,0,0,0,0,0,0,0,0,0,54139,558336,0,3865250,-94225,4571950,0,0,0,4477725,FALSE
NE,Greeley Care Home,NA,109171,2020,Special District,230794,0,137147,0,0,0,0,0,0,0,93647,0,0,0,0,0,0,1911485,23458,0,1934943,FALSE
OH,Eden Township,36308800400000,83039,2020,General Purpose,0,0,0,42582,0,0,0,0,0,0,0,212079,0,0,279727,84489,407317,0,0,0,491806,FALSE
OR,Clatsop Soil & Water Conservation District,NA,91185,2020,Special District,0,0,0,0,0,0,0,0,0,0,0,1732,136631,0,500,28235,110628,0,0,0,138863,FALSE
MN,Hope Community Academy Charter School No. 4070,NA,65638,2020,Charter School,13815167,10008760,515484,19414,0,0,3186720,0,0,0,84789,774154,1920068,0,6004347,-328306,9026875,0,0,0,8698569,FALSE
NJ,Foundation Academy Charter School,NA,56528,2020,Charter School,5627094,0,326889,0,0,0,5300205,0,0,0,0,56551,1459375,0,19227261,5496645,15246542,56551,494942,0,20743187,FALSE
IL,Frankfort Park District Will County,NA,104918,2020,Special District,2641128,1827501,111904,0,270000,0,431723,0,0,0,0,907304,1850,168339,1873254,59514,2891233,0,0,0,2950747,FALSE
NJ,Robert Treat Academy Charter School Inc,NA,152462,2020,Charter School,5000898,0,1034886,35145,0,0,3930867,0,0,0,0,249094,3641571,0,9414067,-92635,13397367,0,0,0,13304732,FALSE
IL,Troy Fire Protection District Will County,NA,104943,2020,Special District,1576876,780000,964,0,0,0,795912,0,0,0,0,1032406,6505,0,5500582,379813,6159680,0,0,0,6539493,FALSE
NY,Bronx Charter School for Excellence,NA,54295,2020,Charter School,28035352,24046481,2970499,1018372,0,0,0,0,0,0,0,0,138051,0,32441145,5222504,27356692,0,0,0,32579196,FALSE
IL,Westchester Public Library District,NA,104948,2020,Special District,300803,0,47908,0,0,0,191503,0,0,0,61392,9825,26246,0,1319601,-190199,1545871,0,0,0,1355672,FALSE
MI,Bangor Charter Township,NA,104000,2020,General Purpose,2417227,0,526566,523754,0,0,0,477100,1335147,0,31760,5986148,37418,0,3684933,-2768,9711267,0,0,0,9708499,FALSE
NY,True North Troy Preparatory Charter School,NA,55309,2020,Charter School,380338,0,380338,0,0,0,0,0,0,0,0,0,0,0,11780483,206326,11574157,0,0,0,11780483,FALSE
GA,Housing Authority of the City of Thomaston,NA,70886,2020,Special District,244889,0,208726,0,0,0,0,0,0,0,36163,0,0,0,0,0,0,2462004,23250,6175,2485254,FALSE
PA,First Philadelphia Preparatory Charter School,NA,49865,2020,Charter School,21782227,0,3181359,0,308179,0,15719000,0,715000,0,0,1078,3563684,0,25244740,157220,28652282,0,0,0,28809502,FALSE
LA,Orleans Parish Charter School - Advocates for Arts Based Education Inc. - Lusher Charter School,NA,100717,2020,Charter School,4819612,0,1605612,0,3214000,0,0,0,0,0,0,0,0,0,20616304,1268927,19347377,0,0,0,20616304,FALSE
NY,Eugenio Maria De Hostos Charter School,NA,50750,2020,Charter School,5361195,0,1061982,0,3606270,692943,0,0,0,0,0,0,0,0,14682959,-811964,15494923,0,0,0,14682959,FALSE
PA,Kipp Philadelphia Charter School,NA,53863,2020,Charter School,24988495,15615024,7215605,201866,0,0,1871000,0,85000,0,0,0,2174811,0,15480491,3540115,14115187,0,0,0,17655302,FALSE
PA,Alliance for Progress Charter School,NA,65512,2020,Charter School,25617672,18728326,1077346,0,0,350000,5193000,0,269000,0,0,0,670648,0,7626063,-78972,8375683,45324,0,0,8296711,FALSE
NJ,University Heights Charter School,NA,56584,2020,Charter School,22139014,15102963,1782693,0,0,0,5253358,0,0,0,0,69671,4174929,0,14866514,1112490,17998624,0,477207,0,19111114,FALSE
PA,Boys Latin of Philadelphia Charter School,NA,54832,2020,Charter School,16135121,0,1959565,0,0,7767556,6129000,0,279000,0,0,1475859,0,0,12373816,1915026,11934649,0,0,0,13849675,FALSE
NY,Charter School of Educational Excellence,NA,54766,2020,Charter School,53850373,48606881,3839882,0,1403610,0,0,0,0,0,0,0,0,0,15294340,1631486,13662854,0,0,0,15294340,FALSE
NE,Hay Springs Public Schools District No. 3,NA,109187,2020,School District,0,0,0,766657,0,0,0,0,0,0,0,58342,264257,0,3208232,74716,3456115,0,0,0,3530831,FALSE
IN,Andrew J. Brown Charter School Inc,NA,109934,2020,Charter School,1195510,0,1195510,0,0,0,0,0,0,0,0,0,0,0,7251138,-28620,7279758,0,0,0,7251138,FALSE
LA,Jefferson Parish Charter School - Discovery Health Sciences Foundation Inc,NA,76051,2020,Charter School,48594551,42778737,4590284,1023220,0,0,0,0,0,0,0,0,0,0,22401654,2835456,19566198,0,0,0,22401654,FALSE
LA,St James Parish Charter School - Greater Grace Charter Academy,NA,76833,2020,Charter School,277204,0,168619,0,108585,0,0,0,0,0,0,0,0,0,1376987,-47353,1424340,0,0,0,1376987,FALSE
PA,Charter High School for Architecture and Design,NA,54137,2020,Charter School,7121423,0,1056423,0,0,0,5801000,0,264000,0,0,0,894254,0,9182614,3642914,6433954,0,0,0,10076868,FALSE
MA,Phoenix Academy Charter Public High School and Affiliates,NA,100400,2020,Charter School,646471,0,646471,0,0,0,0,0,0,0,0,0,0,0,12383043,478462,11904581,5027813,0,415475,12383043,FALSE
MA,Roxbury Preparatory Charter School & Roxbury Prep Ch Sch Found Inc,NA,55333,2020,Charter School,1144050,0,1144050,0,0,0,0,0,0,0,0,0,0,0,38802088,4281011,34521077,38,0,0,38802088,FALSE
UT,Rockwell Charter High School,NA,102436,2020,Charter School,13371884,12560086,811798,0,0,0,0,0,0,0,0,0,0,0,3612532,-16479,3629011,0,0,0,3612532,FALSE
NE,Hayes Center School District No. 79,NA,109188,2020,School District,0,1150000,0,0,0,0,0,0,0,0,0,21400,242232,0,3053134,-103882,3420648,0,0,0,3316766,FALSE
IN,Daleville,15201860100000,107665,2020,General Purpose,0,0,0,0,46832,0,0,0,0,0,0,0,0,0,2232017,183337,2048680,0,0,0,2232017,FALSE
FL,Lake County District School Board,NA,69471,2020,School District,449502625,3861000,35125954,761146,0,0,203807740,0,16385010,0,20908051,3447520,20993390,1679566,467226797,34054702,459292571,0,0,0,493347273,FALSE
NY,Boces Genesee Livingston Steuben and Wyoming Counties,NA,36222,2020,School District,53596254,12195000,20694159,0,0,3700000,6085267,0,9298365,0,1623463,64467856,1865517,0,46123,-957408,67336904,0,0,0,66379496,FALSE
OH,Summit Academy School for Alternative Learners - Warren Middle and Secondary,NA,84487,2020,Charter School,2133104,0,259234,0,0,0,1720360,0,153510,102157,0,0,0,345878,1663224,54834,1954268,1663224,0,0,2009102,FALSE
AL,Bessemer Airport Authority,1403737500000,132695,2020,Special District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
TX,Port of Houston Authority of Harris County,NA,151583,2020,Special District,707965000,587154000,83533000,0,0,0,12526000,0,0,29646000,8388000,0,0,0,0,0,0,390732000,59957000,5188000,450689000,FALSE
AR,Housing Authority of the County of Little River,NA,103708,2020,Special District,84716,0,69459,0,0,7279,0,0,0,0,7978,0,0,0,0,0,0,1057620,7390,118001,1065010,FALSE
IN,Dunreith,15203300300000,112686,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432537,26071,406466,0,0,0,432537,FALSE
NJ,Housing Authority of the Borough of Madison,NA,42170,2020,Special District,4193780,0,225080,0,1568489,0,1307560,0,847849,0,171786,0,0,0,0,0,0,4920124,21624,0,4941748,FALSE
VA,Norton Redevelopment and Housing Authority,NA,42118,2020,Special District,110243,0,87155,0,0,0,0,0,0,0,23088,0,0,0,0,0,0,396888,1284611,132462,1681499,FALSE
NJ,Housing Authority of the City of Asbury Park,NA,42815,2020,Special District,6520617,0,473339,874253,0,0,1664686,0,3391665,0,116674,0,0,0,0,0,0,8724426,663356,0,9387782,FALSE
IN,Prince's Lakes,15204150100000,112719,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6480179,524006,5956173,0,0,0,6480179,FALSE
IN,Decker,15204200200000,112720,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
TN,Industrial Development Board of Robertson County,NA,107001,2020,Special District,179567,0,179567,0,0,0,0,0,0,0,0,0,0,0,763309,103769,659540,0,0,0,763309,FALSE
IN,Cromwell,15205700300000,112813,2020,General Purpose,0,0,0,0,1530000,0,0,0,0,0,0,0,0,0,1373559,198862,1174697,0,0,0,1373559,FALSE
