"","state","acfrs_original_name","acfrsID","ncesID"
"3520","OR","Douglas Education Service District","190960",NA
"3521","NJ","Essex Regional Educational Services Commission","35785",NA
"3522","NE","Douglas County School District #0001","35480",NA
"3523","MT","School District No. 6 Columbia Falls Mt","172260",NA
"3524","OH","South Central Ohio Job Family Services","159974",NA
"3525","IN","Southwest Parke Community School Corporation","43675",NA
"3526","IN","Twin Lakes School Corporation","33293",NA
"3527","OR","Jackson County School District No. 94","85934",NA
"3528","OH","Vanguard-Sentinel Career and Technology Centers","84655",NA
"3529","VT","Grand Isle Supervisory Union","39374",NA
"3530","VT","Rutland Northeast Supervisory Union","39382",NA
"3531","IL","Gibson City-Melvin-Sibley Community Unit District No. 5","196569",NA
"3532","NY","Dutchess County Board of Cooperative Educational Services","197096",NA
"3533","IN","North Newton School Corporation","42919",NA
"3534","OH","Ohio Hi-Point Joint Vocational School District","84002",NA
"3535","OH","Constellation Schools Madison Community Elementary School District","82897",NA
"3536","OH","Constellation Schools Stockyard Community Elementary School District","82903",NA
"3537","OK","Fairland School District No. 1-31","147079",NA
"3538","NJ","Township of Hillsborough Board of Education","197056",NA
"3539","NJ","Township of Randolph School District","225198",NA
"3540","IL","Lasalle-Peru Township High School District No. 120","188067",NA
"3541","IN","Community School Corporation of Southern Hancock County","49226",NA
"3542","ND","Morton-Sioux Special Education Unit","36817",NA
"3543","KS","Lansing Unified School District No. 469","93938",NA
"3544","MO","Morgan County R-I School District","35273",NA
"3545","AR","South Side School District No. 2","145861",NA
"3546","AR","South Central Service Cooperative","101689",NA
"3547","PA","Bensalem Township School District","228576",NA
"3548","OK","Moore Norman Technology Center District 17","84944",NA
"3549","IN","Mitchell Community Schools","44435",NA
"3550","IN","New Albany-Floyd County Consolidated School Corporation","188389",NA
"3551","AR","Parkers Chapel School District No. 35","98768",NA
"3552","OH","Columbus Clippers","188320",NA
"3553","IN","South Knox School Corporation","188350",NA
"3554","KS","Desoto Unified School District 232","33514",NA
"3555","IN","Whitley County Consolidated School Corporation","188392",NA
"3556","OK","Francis Tuttle Technology Center School District No. 21","37456",NA
"3557","VT","St. Johnsbury School District","94032",NA
"3558","AL","Cullman County Commission on Education","163742",NA
"3559","VT","Windsor Southeast Supervisory Union","39390",NA
"3560","IL","Legacy Law School Corporation","169869",NA
"3561","KS","Sedgwick County Area Educational Services Interlocal Cooperative","33554",NA
"3562","MA","Essex North Shore Agricultural and Technical School District","57449",NA
"3563","NC","Kipp Enc Public Schools","53871",NA
"3564","OH","Montgomery County Educational Service Center","37196",NA
"3565","OH","Stark County Educational Service Center","47572",NA
"3566","PA","Greater Johnstown Area Vocational Technical School","37923",NA
"3567","AR","Boston Mountain Educational Cooperative","44870",NA
"3568","AR","Northeast Arkansas Educational Cooperative","101681",NA
"3569","NH","School Administrative Unit No. 44","64964",NA
"3570","IN","South Bend Community School Corporation","109873",NA
"3571","OH","Constellation Schools Westside Community School of the Arts","82907",NA
"3572","OH","Constellation Schools Old Brooklyn Community Elementary School District","82898",NA
"3573","OH","Constellation Schools Westpark Community Elementary School District","82905",NA
"3574","OR","Clatskanie School District No. 6j","90798",NA
"3575","OK","Washington School District No. I-5","400306",NA
"3576","OR","Jane Goodall Environmental Middle School","85942",NA
"3577","OK","Grant County Educational Facilities Authority","149585",NA
"3578","TN","Little Tennessee Valley Educational Cooperative","198024",NA
"3579","AZ","Chilchinbeto Community School Inc","45860",NA
"3580","MO","Macon County R-I School District","35264",NA
"3581","MO","Milan C-2 School District","35337",NA
"3582","MO","Savannah R-III School District","35169",NA
"3583","MO","Putnam County R-1 School District","170018",NA
"3584","OH","Scioto County Career Technical Center","37249",NA
"3585","VT","Franklin West Supervisory Union","39373",NA
"3586","VT","Southwest Vermont Supervisory Union","46360",NA
"3587","VT","Bennington-Rutland Supervisory Union","39364",NA
"3588","VT","North Country Supervisory Union","39378",NA
"3589","IL","Harrisburg Community Unit School District 3","33129",NA
"3590","MO","Trenton R-Ix School District","35221",NA
"3591","GA","North Georgia Regional Educational Service Agency","189235",NA
"3592","IA","Iowa Education Benefits Program","163018",NA
"3593","IN","Manchester Community Schools","46746",NA
"3594","IN","Adams Central Community Schools","51684",NA
"3595","IN","Fairfield Community Schools","46688",NA
"3596","IN","Lake Station Community Schools","43782",NA
"3597","IN","Lake Central School Corporation","44086",NA
"3598","IN","Milan Community Schools","54230",NA
"3599","IN","Wa-Nee Community Schools","43646",NA
"3600","IN","North Judson-San Pierre School Corporation","33292",NA
"3601","IN","Peru Community Schools","43265",NA
"3602","IN","School City of Hobart","43724",NA
"3603","IN","Warsaw Community Schools","43412",NA
"3604","IA","Martensdale-St. Marys Community School District","163082",NA
"3605","IN","Avon Community School Corporation","43440",NA
"3606","IA","South O'brien Community School District","163215",NA
"3607","IN","Beech Grove City Schools","43968",NA
"3608","AR","Norfork School District No. 61","98759",NA
"3609","OH","iLEAD Spring Meadows","83385",NA
"3610","OH","Stark County Area Vocational School District","84428",NA
"3611","OK","Keyes School District I-11","147224",NA
"3612","OK","Oaks Mission School District Number I-5","147389",NA
"3613","OK","Rock Creek School District No. I-2","190894",NA
"3614","OK","Zion School District No. C028","65021",NA
"3615","IL","Henderson Mercer and Warren Counties Regional Office of Education 33","105453",NA
"3616","IN","Gary Community School Corporation","44619",NA
"3617","AR","Cross County School District No.7","98665",NA
"3618","ME","Central Lincoln County School System","54385",NA
"3619","AL","Escambia County Board of Education","1035657",NA
"3620","TN","Bells City School","106569",NA
"3621","AR","Dardanelle School District No. 15","149821",NA
"3622","AR","Rose Bud School District No. 35","108525",NA
"3623","CA","Modoc County Office of Education","31693",NA
"3624","CA","Lassen County Office of Education","31686",NA
"3625","OH","Mahoning Unlimited Classroom","83638",NA
"3626","WA","North Central Educational Service District No. 171","48842",NA
"3627","MO","Neosho R-5 School District","35278",NA
"3628","MO","Wheaton R-III School District","48552",NA
"3629","MO","Southwest R-V School District","35171",NA
"3630","MO","Seneca R-VII School District","35279",NA
"3631","IN","Blackford County Schools","43701",NA
"3632","MA","Martha's Vineyard Regional High School District","61623",NA
"3633","VT","Orange East Supervisory Union","39376",NA
"3634","CA","Santa Rosa City School District","31511",NA
"3635","VT","City of Rutland Vermont Public Schools","88886",NA
"3636","MO","Purdy R-II School District","46317",NA
"3637","OR","High Desert Education Service District","197340",NA
"3638","OK","Fairview School District No. 1-84","225973",NA
"3639","IL","Southwest Cook County Cooperative Association for Special Education","32964",NA
"3640","VA","School Board of the City of Petersburg","197660",NA
"3641","CA","Arcohe Union School District","145901",NA
"3642","CA","Alpine County Office of Education","67002",NA
"3643","CA","Elkins Elementary School District","146108",NA
"3644","CA","Island Union Elementary School District","146232",NA
"3645","CA","Kings River-Hardwick Union School District","98877",NA
"3646","CA","Mariposa County Office of Education","67546",NA
"3647","CA","Rio Dell School District","146558",NA
"3648","CA","Spreckels Union School District","1140030",NA
"3649","CA","Sonora School District","146662",NA
"3650","IN","Jac-Cen-Del Community School Corporation","189545",NA
"3651","IN","South Madison Community School Corporation","189649",NA
"3652","MO","Lincoln County R-III School District","35260",NA
"3653","CA","Point Arena Schools District","167205",NA
"3654","CA","Siskiyou County Office of Education","42412",NA
"3655","CA","Hospitality Industry Training and Education Fund","188694",NA
"3656","CO","Bayfield School District 10-JTR","189021",NA
"3657","GA","Baker County Board of Education","189183",NA
"3658","GA","Central Savannah River Area RESA","189191",NA
"3659","GA","Coastal Plains RESA","189196",NA
"3660","GA","First District RESA","189208",NA
"3661","GA","Griffin RESA","189214",NA
"3662","GA","Chattahoochee Flint RESA","189193",NA
"3663","GA","Heart of Georgia RESA","189218",NA
"3664","GA","The Metropolitan RESA","189227",NA
"3665","GA","Middle Georgia RESA","189228",NA
"3666","GA","Oconee RESA","189237",NA
"3667","GA","Okefenokee RESA","189239",NA
"3668","GA","Southwest Georgia RESA","189250",NA
"3669","GA","West Georgia RESA","189263",NA
"3670","IL","Clinton Community Unit School District 15","189341",NA
"3671","GA","Northwest Georgia Regional Educational Service Agency","189236",NA
"3672","IL","Nokomis Community Unit School District 22","189380",NA
"3673","IL","North Clay Community Unit School District 25","189381",NA
"3674","GA","Pioneer RESA","189242",NA
"3675","IN","Baugo Community Schools","189417",NA
"3676","IN","Central Noble Community Schools","189444",NA
"3677","IN","Mount Vernon Comunnity School Corporation","189570",NA
"3678","IN","Garrett-Keyser-Butler Community Schools","189506",NA
"3679","IN","Mt Vernon Community School Corporation","189591",NA
"3680","IN","North Central Parke Community School","189605",NA
"3681","IN","Rising Sun-Ohio County Community School Corporation","189638",NA
"3682","IN","S Vermillion Community School Corporation","189648",NA
"3683","IN","Scott County School District 2","43676",NA
"3684","MA","Seven Hills Charter Public School","189865",NA
"3685","LA","St. John the Baptist Parish School Board","33855",NA
"3686","MO","Knox County R-I School District","190098",NA
"3687","MO","Verona R-VII School District","190115",NA
"3688","MT","Bitterroot Special Education Cooperative","190128",NA
"3689","MO","Barton County R-1 School District","190080",NA
"3690","NC","Sallie B Howard School","190199",NA
"3691","NE","Grant County School District No. 38-0011","196989",NA
"3692","NE","Doniphan-Trumbull Public Schools District No. 40","108954",NA
"3693","NE","Ponca Public Schools","190348",NA
"3694","NE","Board of Education of School District #83","197017",NA
"3695","NJ","Galloway Township Public School District","225132",NA
"3696","NH","School Administration Unit 24","190413",NA
"3697","NE","Roseland School District No. 01-0123","108710",NA
"3698","OK","Atoka Public School District No. I-15 Atoka County","190734",NA
"3699","OH","Ohio Digital Learning School","190704",NA
"3700","OH","Lorain Community School","190675",NA
"3701","OK","Catoosa Public Schools I-2","190769",NA
"3702","OK","Hilldale Public Schools","190805",NA
"3703","OK","McAlester School District No. 1-80","168386",NA
"3704","OR","Pendleton School District 16r","198312",NA
"3705","PA","Hampton Township School District","228706",NA
"3706","SD","Little Eagle Grant School","103098",NA
"3707","OK","Prague School District Number I-103","168398",NA
"3708","TN","Robertson County Schools","401793",NA
"3709","VT","Taconic and Green Regional School District","191883",NA
"3710","NY","Boces Second Supervisory District of Monroe and Orleans Counties","197977",NA
"3711","IL","Gallatin County Community Unit School District #7","196567",NA
